player_id,player_name,position,mean,std,p10,p25,p50,p75,p90,risk_adjusted_0.5,risk_adjusted_1.0,p_positive,realized_career_vorp,anchor_season,inside_50,inside_80
00-0029391,S.McGrath,TE,0.10928516944590846,0.6963277183005875,0.0,0.0,0.0,0.0,0.0,-0.34816385915029374,-0.6963277183005875,0.038,0.0,2017,true,true
00-0029394,B.Bersin,WR,0.0006955976913964213,0.0159483775665401,0.0,0.0,0.0,0.0,0.0,-0.00797418878327005,-0.0159483775665401,0.002,0.0,2017,true,true
00-0029414,O.Charles,TE,8.861678381442617,23.636167182232096,0.0,0.0,0.0,0.0,35.215023674253395,-11.818083591116048,-23.636167182232096,0.198,0.0,2017,true,true
00-0029492,J.Olawale,RB,0.015590735168598291,0.28798456821101437,0.0,0.0,0.0,0.0,0.0,-0.14399228410550718,-0.28798456821101437,0.007,0.0,2017,true,true
00-0029567,N.Foles,QB,0.21365160320429394,2.2162624375820403,0.0,0.0,0.0,0.0,0.0,-1.1081312187910202,-2.2162624375820403,0.018,0.0,2017,true,true
00-0029572,J.Wright,WR,11.048367844852267,35.24943068283267,0.0,0.0,0.0,0.0,30.994586450468233,-17.624715341416334,-35.24943068283267,0.144,0.0,2017,true,true
00-0029580,R.Matthews,WR,125.4226541493901,120.72993510827108,0.0,0.0,131.1205064921185,231.89134404446412,299.3727618467396,70.75553893798295,10.390571383847416,0.625,0.0,2017,true,true
00-0029587,R.Ellison,TE,3.9639943924060517,14.948464170998376,0.0,0.0,0.0,0.0,5.137071583996815,-7.474232085499188,-14.948464170998376,0.127,0.0,2017,true,true
00-0029604,K.Cousins,QB,554.4275479627802,267.3177855059338,38.031747955471694,447.2895928051005,604.5015483892862,756.8216039125555,857.3535907371208,470.8426556363193,337.1837628833524,0.933,313.85747558823397,2017,false,true
00-0029608,T.Hilton,WR,143.60194977157187,168.80841761768346,0.0,0.0,119.74231825294707,204.00581759631515,439.0309361295341,35.33810944410534,-49.06609936473639,0.612,107.73538259225772,2017,true,true
00-0029613,D.Martin,RB,23.878938722527348,56.20734377570882,0.0,0.0,0.0,7.938766791559177,108.4483543974482,-28.10367188785441,-56.20734377570882,0.291,4.782608695652175,2017,true,true
00-0029615,L.Miller,RB,286.7251684218604,227.79658750583374,0.0,0.0,370.3506170574293,491.5301803684665,557.8175052215464,256.45232330451245,142.55402955159556,0.707,47.13043478260872,2017,true,true
00-0029632,M.Sanu,WR,86.32585180940633,96.86845290123334,0.0,0.0,45.13193433360361,180.70491855132923,233.46474396867052,-3.30229211701306,-51.73651856762973,0.554,43.460869565217386,2017,true,true
00-0029634,J.Hanna,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,true,true
00-0029638,M.Floyd,WR,27.699363435179606,73.93025463518686,0.0,0.0,0.0,0.0,131.93583556343378,-36.96512731759343,-73.93025463518686,0.174,0.0,2017,true,true
00-0029640,B.Quick,WR,9.343650137063628,29.3291406857019,0.0,0.0,0.0,0.0,29.50473951504237,-14.66457034285095,-29.3291406857019,0.153,0.0,2017,true,true
00-0029664,J.Gordon,WR,118.97870468815647,194.76252647480607,0.0,0.0,0.0,194.6798044000472,478.14359599361046,-97.38126323740303,-194.76252647480607,0.409,5.460869565217368,2017,true,true
00-0029682,B.Osweiler,QB,13.432650146665738,45.08024806840031,0.0,0.0,0.0,0.0,30.115262584539934,-22.540124034200154,-45.08024806840031,0.145,0.0,2017,true,true
00-0029689,D.Allen,TE,11.895687331680024,25.965950177543643,0.0,0.0,0.0,2.3655835091891673,52.43861600617427,-12.982975088771822,-25.965950177543643,0.279,0.0,2017,true,true
00-0029697,C.Fleener,TE,94.891597686719,114.70217095174249,0.0,0.0,51.73845765927403,161.72882065160388,282.42785676281267,-5.612627816597211,-62.963713292468455,0.562,0.0,2017,true,true
00-0029708,K.Wright,WR,29.026776289421285,74.42055902674916,0.0,0.0,0.0,0.0,146.85509999040403,-37.21027951337458,-74.42055902674916,0.179,0.0,2017,true,true
00-0029731,F.Whittaker,RB,9.022276360691786,27.7246354978074,0.0,0.0,0.0,0.0,33.08415139652609,-13.8623177489037,-27.7246354978074,0.15,0.0,2017,true,true
00-0029738,D.Fells,TE,6.197263537226234,18.95507093069682,0.0,0.0,0.0,0.0,18.80540944555626,-9.47753546534841,-18.95507093069682,0.18,15.349716446124754,2017,false,true
00-0029740,I.Momah,TE,0.07283495551839568,0.9653784220353808,0.0,0.0,0.0,0.0,0.0,-0.4826892110176904,-0.9653784220353808,0.011,0.0,2017,true,true
00-0029793,B.Williams,TE,3.9250489515877494,11.935347179674315,0.0,0.0,0.0,0.0,12.675413178805286,-5.967673589837157,-11.935347179674315,0.169,0.0,2017,true,true
00-0029795,B.Cunningham,RB,16.342085875675227,47.42300093737919,0.0,0.0,0.0,0.0,64.42431746664244,-23.711500468689596,-47.42300093737919,0.153,0.0,2017,true,true
00-0029848,N.Williams,WR,4.215936648009103,15.760598939571523,0.0,0.0,0.0,0.0,7.86660015054212,-7.880299469785761,-15.760598939571523,0.138,0.0,2017,true,true
00-0029854,C.Anderson,RB,103.43478312352612,168.86392442947783,0.0,0.0,9.133689874690997,105.56305101779307,419.3584256785072,-75.29827234004792,-159.73023455478685,0.534,0.0,2017,true,true
00-0029878,M.Gray,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,true,true
00-0030035,A.Thielen,WR,175.58034330337608,175.02887453030158,0.0,0.0,177.68521490967808,278.4763362635748,452.92250012095434,90.17077764452729,2.656340379376502,0.637,295.53028507026437,2017,false,true
00-0030061,Z.Ertz,TE,213.4602229445011,198.276360340749,0.0,0.0,210.57024245541152,412.3594128790801,482.31286972173643,111.43206228503702,12.293882114662523,0.643,336.77894605679035,2017,true,true
